Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
Selby Ave & Virginia Street,Minnehaha Park,4,4,4,4,4,4
Selby Ave & Virginia Street,Minnesota Dept. of Transportation,37,37,37,37,37,37
Selby Ave & Virginia Street,Minnesota History Center,18,18,18,18,18,18
Selby Ave & Virginia Street,Mississippi River Blvd & Summit Ave,35,35,35,35,35,35
Selby Ave & Virginia Street,N Milton Street & Summit Ave,82,82,82,82,82,82
Selby Ave & Virginia Street,N Robert Street & E 10th Street,156,156,156,156,156,156
Selby Ave & Virginia Street,N Victoria Street & University Ave ,3,3,3,3,3,3
Selby Ave & Virginia Street,North Mississippi Regional Park,1,1,1,1,1,1
Selby Ave & Virginia Street,Portland Ave & Washington Ave,1,1,1,1,1,1
Selby Ave & Virginia Street,Rice Street & University Ave W,14,14,14,14,14,14
Selby Ave & Virginia Street,S 5th Street & Nicollet Mall,1,1,1,1,1,1
Selby Ave & Virginia Street,Schmidt Brewery,8,8,8,8,8,8
Selby Ave & Virginia Street,Science Museum of Minnesota,12,12,12,12,12,12
Selby Ave & Virginia Street,Selby Ave & Virginia Street,177,177,177,177,177,177
Selby Ave & Virginia Street,Shepard Road & Sibley Street,1,1,1,1,1,1
Selby Ave & Virginia Street,Sherburne Ave & Snelling Ave N,3,3,3,3,3,3
Selby Ave & Virginia Street,South 2nd Street & 3rd Ave S,1,1,1,1,1,1
Selby Ave & Virginia Street,Union Depot,52,52,52,52,52,52
Selby Ave & Virginia Street,University & Bank Street SE,1,1,1,1,1,1
Selby Ave & Virginia Street,University Ave & Western Ave,93,93,93,93,93,93
Selby Ave & Virginia Street,University Ave SE & Bedford Street SE,1,1,1,1,1,1
Selby Ave & Virginia Street,Upper Landing,9,9,9,9,9,9
Selby Ave & Virginia Street,Wabasha Street S & E Fillmore Ave,1,1,1,1,1,1
Selby Ave & Virginia Street,Wells Fargo Place,11,11,11,11,11,11
Selby Ave & Virginia Street,West 32nd Street & Bryant Ave S,2,2,2,2,2,2
Selby Ave & Virginia Street,West 36th Street & Bryant Ave S,1,1,1,1,1,1
Selby Ave & Virginia Street,Wilder Street & Marshall Ave,4,4,4,4,4,4
Shepard Road & Sibley Street,10th Street E & Cedar Street,2,2,2,2,2,2
Shepard Road & Sibley Street,5th Street E & Minnesota Street N,5,5,5,5,5,5
Shepard Road & Sibley Street,7th Place & Jackson Street,6,6,6,6,6,6
Shepard Road & Sibley Street,7th Street E & Wacouta Street,9,9,9,9,9,9
Shepard Road & Sibley Street,7th Street W & Grand Ave,9,9,9,9,9,9
Shepard Road & Sibley Street,Broadway Street N & 4th Street E,16,16,16,16,16,16
Shepard Road & Sibley Street,Cedar Street & Columbus Ave,2,2,2,2,2,2
Shepard Road & Sibley Street,E 14th Street & N Robert Street ,2,2,2,2,2,2
Shepard Road & Sibley Street,Harriet Island,8,8,8,8,8,8
Shepard Road & Sibley Street,Kellogg Blvd & Wabasha Street,12,12,12,12,12,12
Shepard Road & Sibley Street,Kellogg Blvd E & Jackson Street,4,4,4,4,4,4
Shepard Road & Sibley Street,Kellogg Blvd W & Smith Ave,14,14,14,14,14,14
Shepard Road & Sibley Street,Landmark Plaza,1,1,1,1,1,1
Shepard Road & Sibley Street,Mississippi River Blvd & Summit Ave,1,1,1,1,1,1
Shepard Road & Sibley Street,N Milton Street & Summit Ave,3,3,3,3,3,3
Shepard Road & Sibley Street,N Robert Street & E 10th Street,4,4,4,4,4,4
Shepard Road & Sibley Street,N Victoria Street & University Ave ,1,1,1,1,1,1
Shepard Road & Sibley Street,Rice Street & University Ave W,2,2,2,2,2,2
Shepard Road & Sibley Street,Schmidt Brewery,8,8,8,8,8,8
Shepard Road & Sibley Street,Science Museum of Minnesota,10,10,10,10,10,10
Shepard Road & Sibley Street,Shepard Road & Sibley Street,490,490,490,490,490,490
Shepard Road & Sibley Street,Union Depot,15,15,15,15,15,15
Shepard Road & Sibley Street,Upper Landing,170,170,170,170,170,170
Shepard Road & Sibley Street,Wabasha Street S & E Fillmore Ave,2,2,2,2,2,2
Shepard Road & Sibley Street,Wells Fargo Place,4,4,4,4,4,4
Shepard Road & Sibley Street,Williamson Hall,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,100 Main Street SE,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,10th Street E & Cedar Street,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,15th Ave SE & 4th Street SE,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,23rd Ave SE & 6th Street SE,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,23rd Ave SE & University Ave SE,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,27th Ave SE & University Ave,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,28th Street & Nicollet Ave. S,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,46th Street Light Rail Station,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,4th Street & 13th Ave SE,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,4th Street & 17th Ave SE,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,4th Street S & 19th Ave,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,5th Street E & Minnesota Street N,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,6th Ave SE & University Ave,26,26,26,26,26,26
Sherburne Ave & Snelling Ave N,Broadway Street N & 4th Street E,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Carleton Street & University Ave ,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,Chicago Ave & S Washington Ave,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,Cleveland Ave S & Highland Parkway,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,Coffman Union,10,10,10,10,10,10
Sherburne Ave & Snelling Ave N,Como Ave SE & 29th Ave SE,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,Como Park Conservatory,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,Curfew Street & Ellis Ave.,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Currie Park,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Dale Street N & University Ave,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,E 14th Street & N Robert Street ,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,East Lake Street & 36th Ave S,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Englewood Ave & N Asbury Street,46,46,46,46,46,46
Sherburne Ave & Snelling Ave N,Fairview Ave & University Ave,36,36,36,36,36,36
Sherburne Ave & Snelling Ave N,Grand Ave & Fairview Ave,16,16,16,16,16,16
Sherburne Ave & Snelling Ave N,Hague Ave & Dale Street,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,Hamline Ave N & University Ave,10,10,10,10,10,10
Sherburne Ave & Snelling Ave N,Hennepin & Central Avenue NE,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Kellogg Blvd & Wabasha Street,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,Lake Calhoun Center,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Lake Como Pavilion,6,6,6,6,6,6
Sherburne Ave & Snelling Ave N,Lake Street & Humboldt,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Lake Street & Knox Ave S,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Lake Street & West River Parkway,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,Landmark Plaza,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Lexington Pkwy & University Ave,6,6,6,6,6,6
Sherburne Ave & Snelling Ave N,Lyndale Ave S & W 29th Street,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,MCAD,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Macalester College,29,29,29,29,29,29
Sherburne Ave & Snelling Ave N,Malcolm Ave SE & 5th Street SE,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,McNamara Center,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,Midtown Greenway & 5th Ave S,14,14,14,14,14,14
Sherburne Ave & Snelling Ave N,Mill City Quarter,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Minneapolis Park & Recreation Board,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Minnesota Dept. of Transportation,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Mississippi River Blvd & Summit Ave,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,N Milton Street & Summit Ave,5,5,5,5,5,5
Sherburne Ave & Snelling Ave N,N Victoria Street & University Ave ,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,Nicollet Ave & W 37th Street,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,Park Ave & 4th Street S,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,Rice Street & University Ave W,5,5,5,5,5,5
Sherburne Ave & Snelling Ave N,Selby Ave & Virginia Street,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,Sherburne Ave & Snelling Ave N,49,49,49,49,49,49
Sherburne Ave & Snelling Ave N,U of M St. Paul Student Center,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Union Depot,7,7,7,7,7,7
Sherburne Ave & Snelling Ave N,University & Bank Street SE,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,University Ave & Western Ave,5,5,5,5,5,5
Sherburne Ave & Snelling Ave N,University Ave SE & Bedford Street SE,3,3,3,3,3,3
Sherburne Ave & Snelling Ave N,University of St. Thomas,2,2,2,2,2,2
Sherburne Ave & Snelling Ave N,Washington & Cedar,4,4,4,4,4,4
Sherburne Ave & Snelling Ave N,Wells Fargo Place,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,West 32nd Street & Bryant Ave S,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Wilder Street & Marshall Ave,1,1,1,1,1,1
Sherburne Ave & Snelling Ave N,Williamson Hall,3,3,3,3,3,3
Social Sciences,100 Main Street SE,18,18,18,18,18,18
Social Sciences,10th Street & Nicollet Mall,5,5,5,5,5,5
Social Sciences,11th Ave S & S 2nd Street,51,51,51,51,51,51
Social Sciences,11th Street & Hennepin,4,4,4,4,4,4
Social Sciences,11th Street & Marquette,2,2,2,2,2,2
Social Sciences,15th Ave SE & 4th Street SE,280,280,280,280,280,280
Social Sciences,15th Ave SE & Como Ave SE,42,42,42,42,42,42
Social Sciences,22nd Ave NE & California Street NE,1,1,1,1,1,1
Social Sciences,22nd Ave S & Franklin Ave,116,116,116,116,116,116
Social Sciences,23rd Ave SE & 6th Street SE,2,2,2,2,2,2
Social Sciences,23rd Ave SE & University Ave SE,118,118,118,118,118,118
Social Sciences,25th Street & 33rd Ave S,30,30,30,30,30,30
Social Sciences,26th Street & Hennepin,4,4,4,4,4,4
Social Sciences,26th Street & Lyndale,6,6,6,6,6,6
Social Sciences,27th Ave S & Minnehaha Ave,10,10,10,10,10,10
Social Sciences,27th Ave SE & University Ave,210,210,210,210,210,210
Social Sciences,28th Street & Nicollet Ave. S,4,4,4,4,4,4
Social Sciences,2nd Ave N & Washington Ave N,3,3,3,3,3,3
Social Sciences,2nd Street N & 8th Ave N,5,5,5,5,5,5
Social Sciences,2nd Street SE & 5th Ave SE,17,17,17,17,17,17
Social Sciences,38th Street Light Rail Station,7,7,7,7,7,7
Social Sciences,3rd Ave S & E 38th Street,1,1,1,1,1,1
Social Sciences,3rd Street NE & Lowry Ave NE,2,2,2,2,2,2
Social Sciences,46th Street Light Rail Station,3,3,3,3,3,3
Social Sciences,4th Street & 13th Ave SE,163,163,163,163,163,163
Social Sciences,4th Street & 17th Ave SE,104,104,104,104,104,104
Social Sciences,4th Street S & 19th Ave,45,45,45,45,45,45
Social Sciences,5th Ave N & 4th Street N,1,1,1,1,1,1
Social Sciences,5th Street NE & 1st Ave NE,1,1,1,1,1,1
Social Sciences,5th Street NE & 3rd Ave NE,3,3,3,3,3,3
Social Sciences,6th Ave SE & University Ave,138,138,138,138,138,138
Social Sciences,7th Street & 4th Ave S,11,11,11,11,11,11
Social Sciences,7th Street N & Plymouth Ave N,1,1,1,1,1,1
Social Sciences,7th Street SE & 10th Ave SE,47,47,47,47,47,47
Social Sciences,9th Street N & Hawthorne Ave,4,4,4,4,4,4
Social Sciences,Bohemian Flats,45,45,45,45,45,45
Social Sciences,Broadway & Marshall Street NE,2,2,2,2,2,2
Social Sciences,Carleton Street & University Ave ,1,1,1,1,1,1
Social Sciences,Central Ave NE & 22nd Ave NE,3,3,3,3,3,3
Social Sciences,Chicago Ave & S Washington Ave,34,34,34,34,34,34
Social Sciences,Civil Engineering,47,47,47,47,47,47
Social Sciences,Cleveland Ave S & Highland Parkway,2,2,2,2,2,2
Social Sciences,Coffman Union,632,632,632,632,632,632
Social Sciences,Coldwater Spring,1,1,1,1,1,1
Social Sciences,Como Ave SE & 29th Ave SE,36,36,36,36,36,36
Social Sciences,Como Park Conservatory,1,1,1,1,1,1
Social Sciences,Cooke Hall,90,90,90,90,90,90
Social Sciences,Curfew Street & Ellis Ave.,3,3,3,3,3,3
Social Sciences,Currie Park,45,45,45,45,45,45
Social Sciences,Delaware Street SE & 26th Ave SE,121,121,121,121,121,121
Social Sciences,Dupont Ave & 22nd Street,8,8,8,8,8,8
Social Sciences,Dupont Ave S & W 29th Street,7,7,7,7,7,7
Social Sciences,E 38th Street & 42nd Ave S,1,1,1,1,1,1
Social Sciences,E Franklin Ave & Bloomington Ave S,8,8,8,8,8,8
Social Sciences,East Lake Street & 36th Ave S,7,7,7,7,7,7
Social Sciences,Elliot Ave S & E 24th Street,2,2,2,2,2,2
Social Sciences,Elliot Hall,36,36,36,36,36,36
Social Sciences,Elliot Park,9,9,9,9,9,9
Social Sciences,Fort Snelling State Park,2,2,2,2,2,2
Social Sciences,Franklin & 11th Ave,3,3,3,3,3,3
Social Sciences,Franklin & 28th Ave,72,72,72,72,72,72
Social Sciences,Franklin & Portland,2,2,2,2,2,2
Social Sciences,Gateway Park,51,51,51,51,51,51
Social Sciences,Grand Ave & Fairview Ave,1,1,1,1,1,1
Social Sciences,Grant Street & Portland Ave,6,6,6,6,6,6
Social Sciences,Groveland Ave & Clifton Place,5,5,5,5,5,5
Social Sciences,Hennepin & Central Avenue NE,31,31,31,31,31,31
Social Sciences,Hennepin Ave & S Washington Ave,12,12,12,12,12,12
Social Sciences,Hennepin County Government Center,18,18,18,18,18,18
Social Sciences,Hiawatha Ave & E 50th Street,3,3,3,3,3,3
Social Sciences,IDS Center,8,8,8,8,8,8
Social Sciences,Kowalski's Market,1,1,1,1,1,1
Social Sciences,Lake Calhoun Center,2,2,2,2,2,2
Social Sciences,Lake Como Pavilion,1,1,1,1,1,1
Social Sciences,Lake Street & Humboldt,4,4,4,4,4,4
Social Sciences,Lake Street & Knox Ave S,7,7,7,7,7,7
Social Sciences,Lake Street & West River Parkway,21,21,21,21,21,21
Social Sciences,Logan Park,7,7,7,7,7,7
Social Sciences,Lyndale Ave S & 22nd Street ,7,7,7,7,7,7
Social Sciences,Lyndale Ave S & W 29th Street,6,6,6,6,6,6
Social Sciences,MCAD,13,13,13,13,13,13
Social Sciences,Macalester College,1,1,1,1,1,1
Social Sciences,Malcolm Ave SE & 5th Street SE,17,17,17,17,17,17
Social Sciences,Mariucci Arena,17,17,17,17,17,17
Social Sciences,Marshall Street NE & 8th Ave NE,1,1,1,1,1,1
Social Sciences,Marshall Street NE & Lowry Ave,2,2,2,2,2,2
Social Sciences,Mayo Memorial Building,107,107,107,107,107,107
Social Sciences,McNamara Center,481,481,481,481,481,481
Social Sciences,Midtown Exchange,22,22,22,22,22,22
Social Sciences,Midtown Greenway & 5th Ave S,4,4,4,4,4,4
Social Sciences,Midtown YWCA,5,5,5,5,5,5
Social Sciences,Mill City Quarter,11,11,11,11,11,11
Social Sciences,Minnehaha Park,3,3,3,3,3,3
Social Sciences,Minnesota Dept. of Transportation,1,1,1,1,1,1
Social Sciences,N 4th Ave & W River Parkway,20,20,20,20,20,20
Social Sciences,NE Central Ave & NE 14th Ave,1,1,1,1,1,1
Social Sciences,Nice Ride World Headquarters,6,6,6,6,6,6
Social Sciences,Nicollet & Franklin,5,5,5,5,5,5
Social Sciences,Nicollet Ave & W 37th Street,5,5,5,5,5,5
Social Sciences,Nicollet Island,3,3,3,3,3,3
Social Sciences,Nicollet Mall & Grant Street,2,2,2,2,2,2
Social Sciences,North 2nd Street & 4th Ave N,11,11,11,11,11,11
Social Sciences,Oak Street Ramp,181,181,181,181,181,181
Social Sciences,Park Ave & 4th Street S,5,5,5,5,5,5
Social Sciences,Pleasant Ave S &  Lake Street,2,2,2,2,2,2
Social Sciences,Portland Ave & Washington Ave,9,9,9,9,9,9
Social Sciences,Riverside Ave & 23rd Ave S,30,30,30,30,30,30
Social Sciences,S 5th Street & Nicollet Mall,11,11,11,11,11,11
Social Sciences,S 8th Street & 2nd Ave S,2,2,2,2,2,2
Social Sciences,SE 3rd Ave & University Ave SE,2,2,2,2,2,2
Social Sciences,Sanford Hall,95,95,95,95,95,95
Social Sciences,Social Sciences,371,371,371,371,371,371
Social Sciences,South 2nd Street & 3rd Ave S,3,3,3,3,3,3
Social Sciences,U of M St. Paul Student Center,3,3,3,3,3,3
Social Sciences,Union Depot,1,1,1,1,1,1
Social Sciences,University & Bank Street SE,16,16,16,16,16,16
Social Sciences,University Ave NE & 12th Ave NE,3,3,3,3,3,3
Social Sciences,University Ave SE & Bedford Street SE,15,15,15,15,15,15
Social Sciences,University of St. Thomas,6,6,6,6,6,6
Social Sciences,Upton Ave S & Sheridan Ave S,1,1,1,1,1,1
Social Sciences,W 31st Street & Hennepin Ave S,3,3,3,3,3,3
Social Sciences,W 50th Street & W Minnehaha Pkwy,3,3,3,3,3,3
Social Sciences,Walker Art Center,3,3,3,3,3,3
Social Sciences,Washington & Cedar,95,95,95,95,95,95
Social Sciences,Washington Ave N & Cedar Lake Trail,6,6,6,6,6,6
Social Sciences,Washington Ave S & 10th Ave S,16,16,16,16,16,16
Social Sciences,Washington Ave SE & Union Street SE,594,594,594,594,594,594
Social Sciences,Weisman Art Museum,1245,1245,1245,1245,1245,1245
Social Sciences,West 15th Street & Willow,11,11,11,11,11,11
Social Sciences,West 32nd Street & Bryant Ave S,1,1,1,1,1,1
Social Sciences,West 36th Street & Bryant Ave S,1,1,1,1,1,1
Social Sciences,Wilder Street & Marshall Ave,3,3,3,3,3,3
Social Sciences,Willey Hall,166,166,166,166,166,166
Social Sciences,Williamson Hall,169,169,169,169,169,169
Social Sciences,YWCA Downtown,1,1,1,1,1,1
Social Sciences,YWCA Uptown,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,100 Main Street SE,165,165,165,165,165,165
South 2nd Street & 3rd Ave S,10th Street & Nicollet Mall,70,70,70,70,70,70
South 2nd Street & 3rd Ave S,11th Ave S & S 2nd Street,168,168,168,168,168,168
South 2nd Street & 3rd Ave S,11th Street & Hennepin,78,78,78,78,78,78
South 2nd Street & 3rd Ave S,11th Street & Marquette,50,50,50,50,50,50
South 2nd Street & 3rd Ave S,15th Ave SE & 4th Street SE,27,27,27,27,27,27
South 2nd Street & 3rd Ave S,15th Ave SE & Como Ave SE,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,18th Ave Trail & 2nd Street NE,9,9,9,9,9,9
South 2nd Street & 3rd Ave S,22nd Ave NE & California Street NE,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,22nd Ave S & Franklin Ave,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,23rd Ave SE & 6th Street SE,15,15,15,15,15,15
South 2nd Street & 3rd Ave S,23rd Ave SE & University Ave SE,5,5,5,5,5,5
South 2nd Street & 3rd Ave S,25th Street & 33rd Ave S,8,8,8,8,8,8
South 2nd Street & 3rd Ave S,26th Street & Hennepin,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,26th Street & Lyndale,9,9,9,9,9,9
South 2nd Street & 3rd Ave S,27th Ave S & Minnehaha Ave,5,5,5,5,5,5
South 2nd Street & 3rd Ave S,27th Ave SE & University Ave,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,28th Street & Nicollet Ave. S,4,4,4,4,4,4
South 2nd Street & 3rd Ave S,2nd Ave N & N 6th Street,45,45,45,45,45,45
South 2nd Street & 3rd Ave S,2nd Ave N & Washington Ave N,70,70,70,70,70,70
South 2nd Street & 3rd Ave S,2nd Ave S & S 3rd Street,23,23,23,23,23,23
South 2nd Street & 3rd Ave S,2nd Street N & 8th Ave N,23,23,23,23,23,23
South 2nd Street & 3rd Ave S,2nd Street SE & 5th Ave SE,31,31,31,31,31,31
South 2nd Street & 3rd Ave S,38th Street Light Rail Station,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,3rd Ave S & E 38th Street,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,3rd Street N & 8th Ave N,28,28,28,28,28,28
South 2nd Street & 3rd Ave S,3rd Street NE & Lowry Ave NE,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,46th Street Light Rail Station,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,4th Street & 13th Ave SE,33,33,33,33,33,33
South 2nd Street & 3rd Ave S,4th Street & 17th Ave SE,5,5,5,5,5,5
South 2nd Street & 3rd Ave S,4th Street S & 19th Ave,15,15,15,15,15,15
South 2nd Street & 3rd Ave S,5th Ave N & 4th Street N,26,26,26,26,26,26
South 2nd Street & 3rd Ave S,5th Street E & Minnesota Street N,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,5th Street NE & 1st Ave NE,22,22,22,22,22,22
South 2nd Street & 3rd Ave S,5th Street NE & 3rd Ave NE,19,19,19,19,19,19
South 2nd Street & 3rd Ave S,6th Ave SE & University Ave,150,150,150,150,150,150
South 2nd Street & 3rd Ave S,7th Street & 4th Ave S,76,76,76,76,76,76
South 2nd Street & 3rd Ave S,7th Street SE & 10th Ave SE,10,10,10,10,10,10
South 2nd Street & 3rd Ave S,9th Street & 4th Ave,495,495,495,495,495,495
South 2nd Street & 3rd Ave S,9th Street N & Hawthorne Ave,35,35,35,35,35,35
South 2nd Street & 3rd Ave S,Bohemian Flats,23,23,23,23,23,23
South 2nd Street & 3rd Ave S,Boom Island Park,19,19,19,19,19,19
South 2nd Street & 3rd Ave S,Broadway & Marshall Street NE,14,14,14,14,14,14
South 2nd Street & 3rd Ave S,Bryant Ave N & West Broadway,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,Carleton Street & University Ave ,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Central Ave NE & 22nd Ave NE,38,38,38,38,38,38
South 2nd Street & 3rd Ave S,Chicago & 27th Street,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Chicago Ave & S Washington Ave,74,74,74,74,74,74
South 2nd Street & 3rd Ave S,Civil Engineering,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Coffman Union,5,5,5,5,5,5
South 2nd Street & 3rd Ave S,Coldwater Spring,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Como Ave SE & 29th Ave SE,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Currie Park,37,37,37,37,37,37
South 2nd Street & 3rd Ave S,Dupont Ave & 22nd Street,6,6,6,6,6,6
South 2nd Street & 3rd Ave S,Dupont Ave S & W 29th Street,6,6,6,6,6,6
South 2nd Street & 3rd Ave S,E 38th Street & 42nd Ave S,18,18,18,18,18,18
South 2nd Street & 3rd Ave S,E Franklin Ave & Bloomington Ave S,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,East Lake Street & 36th Ave S,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,Elliot Ave S & E 24th Street,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Elliot Hall,25,25,25,25,25,25
South 2nd Street & 3rd Ave S,Elliot Park,8,8,8,8,8,8
South 2nd Street & 3rd Ave S,Franklin & 11th Ave,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,Franklin & 28th Ave,8,8,8,8,8,8
South 2nd Street & 3rd Ave S,Franklin & Portland,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Gateway Park,121,121,121,121,121,121
South 2nd Street & 3rd Ave S,Girard Ave N & W Broadway Ave,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Glenwood Ave & N Morgan Ave,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,Grand Ave & Fairview Ave,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Grant Street & Portland Ave,29,29,29,29,29,29
South 2nd Street & 3rd Ave S,Groveland Ave & Clifton Place,4,4,4,4,4,4
South 2nd Street & 3rd Ave S,Hennepin & Central Avenue NE,52,52,52,52,52,52
South 2nd Street & 3rd Ave S,Hennepin & Laurel Ave,14,14,14,14,14,14
South 2nd Street & 3rd Ave S,Hennepin Ave & S Washington Ave,47,47,47,47,47,47
South 2nd Street & 3rd Ave S,Hennepin County Government Center,366,366,366,366,366,366
South 2nd Street & 3rd Ave S,Hiawatha Ave & E 50th Street,5,5,5,5,5,5
South 2nd Street & 3rd Ave S,IDS Center,257,257,257,257,257,257
South 2nd Street & 3rd Ave S,Lake Calhoun Center,17,17,17,17,17,17
South 2nd Street & 3rd Ave S,Lake Harriet Bandshell,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Lake Street & Humboldt,10,10,10,10,10,10
South 2nd Street & 3rd Ave S,Lake Street & Knox Ave S,26,26,26,26,26,26
South 2nd Street & 3rd Ave S,Lake Street & West River Parkway,18,18,18,18,18,18
South 2nd Street & 3rd Ave S,Logan Park,23,23,23,23,23,23
South 2nd Street & 3rd Ave S,Loring Park,35,35,35,35,35,35
South 2nd Street & 3rd Ave S,Lyndale Ave S & 22nd Street ,13,13,13,13,13,13
South 2nd Street & 3rd Ave S,Lyndale Ave S & W 29th Street,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,MCAD,11,11,11,11,11,11
South 2nd Street & 3rd Ave S,Malcolm Ave SE & 5th Street SE,23,23,23,23,23,23
South 2nd Street & 3rd Ave S,Mariucci Arena,16,16,16,16,16,16
South 2nd Street & 3rd Ave S,Marshall Street NE & 18th Ave NE,29,29,29,29,29,29
South 2nd Street & 3rd Ave S,Marshall Street NE & 8th Ave NE,5,5,5,5,5,5
South 2nd Street & 3rd Ave S,Marshall Street NE & Lowry Ave,9,9,9,9,9,9
South 2nd Street & 3rd Ave S,Mayo Memorial Building,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,McNamara Center,109,109,109,109,109,109
South 2nd Street & 3rd Ave S,Midtown Exchange,9,9,9,9,9,9
South 2nd Street & 3rd Ave S,Midtown Greenway & 5th Ave S,6,6,6,6,6,6
South 2nd Street & 3rd Ave S,Midtown YWCA,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Mill City Quarter,100,100,100,100,100,100
South 2nd Street & 3rd Ave S,Minneapolis Farmers Market,8,8,8,8,8,8
South 2nd Street & 3rd Ave S,Minneapolis Park & Recreation Board,18,18,18,18,18,18
South 2nd Street & 3rd Ave S,Minnehaha Park,33,33,33,33,33,33
South 2nd Street & 3rd Ave S,Mississippi River Blvd & Summit Ave,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Mpls Convention Center,108,108,108,108,108,108
South 2nd Street & 3rd Ave S,N 4th Ave & W River Parkway,36,36,36,36,36,36
South 2nd Street & 3rd Ave S,N Washington Ave & 9th Ave N,18,18,18,18,18,18
South 2nd Street & 3rd Ave S,NE Central Ave & NE 14th Ave,25,25,25,25,25,25
South 2nd Street & 3rd Ave S,Nicollet & Franklin,32,32,32,32,32,32
South 2nd Street & 3rd Ave S,Nicollet Ave & W 37th Street,5,5,5,5,5,5
South 2nd Street & 3rd Ave S,Nicollet Island,33,33,33,33,33,33
